metacountry;metacountry_label;country;start_precision;start;end_precision;end;;;;
Metastate_Q227;Азербайджан;Q34266;2;1.01.1813;2;1.01.1917;;;;
Metastate_Q227;Азербайджан;Q330756;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q227;Азербайджан;Q206411;2;1.01.1918;2;1.01.1920;;;;
Metastate_Q227;Азербайджан;Q131337;2;1.01.1920;2;1.01.1922;;;;
Metastate_Q227;Азербайджан;Q545205;2;1.01.1922;2;1.01.1936;;;;
Metastate_Q227;Азербайджан;Q131337;2;1.01.1936;2;1.01.1991;;;;
Metastate_Q227;Азербайджан;Q227;2;1.01.1991;;по наст. время;;;;
Metastate_Q31;Бельгия;Q17167;2;-1.01.509;2;-1.01.27;;;;
Metastate_Q31;Бельгия;Q2277;2;-1.01.27;2;1.01.476;;;;
Metastate_Q31;Бельгия;Q12548;2;1.01.1482;2;1.01.1713;;;;
Metastate_Q31;Бельгия;Q699964;2;1.01.1713;2;1.01.1797;;;;
Metastate_Q31;Бельгия;Q58296;2;1.01.1797;2;1.01.1799;;;;
Metastate_Q31;Бельгия;Q877619;2;1.01.1799;2;1.01.1804;;;;
Metastate_Q31;Бельгия;Q71084;2;1.01.1804;2;1.01.1815;;;;
Metastate_Q31;Бельгия;Q15864;2;1.01.1815;2;1.01.1830;;;;
Metastate_Q31;Бельгия;Q18701358;2;1.01.1940;2;1.01.1944;;;;
Metastate_Q31;Бельгия;Q7318;2;1.01.1944;2;1.01.1945;;;;
Metastate_Q31;Бельгия;Q31;2;1.01.1830;;по наст. время;;;;
Metastate_Q225;Босния и Герцеговина;Q3627069;2;1.01.1154;2;1.01.1377;;;;
Metastate_Q225;Босния и Герцеговина;Q2980623;2;1.01.1377;2;1.01.1463;;;;
Metastate_Q225;Босния и Герцеговина;Q12560;2;1.01.1463;2;1.01.1878;;;;
Metastate_Q225;Босния и Герцеговина;Q28513;2;1.01.1878;2;1.01.1918;;;;
Metastate_Q225;Босния и Герцеговина;Q718374;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q225;Босния и Герцеговина;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q225;Босния и Герцеговина;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q225;Босния и Герцеговина;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q225;Босния и Герцеговина;Q83286;2;1.01.1946;2;1.01.1991;;;;
Metastate_Q225;Босния и Герцеговина;Q1274468;2;1.01.1992;2;1.01.1995;;;;
Metastate_Q225;Босния и Герцеговина;Q225;2;1.01.1992;;по наст. время;;;;
Metastate_Q219;Болгария;Q870517;2;-1.01.480;2;1.01.46;;;;
Metastate_Q219;Болгария;Q2277;2;1.01.46;2;1.01.395;;;;
Metastate_Q219;Болгария;Q12544;2;1.01.395;2;1.01.681;;;;
Metastate_Q219;Болгария;Q10295972;2;1.01.370;2;1.01.469;;;;
Metastate_Q219;Болгария;Q28411;2;1.01.567;2;1.01.804;;;;
Metastate_Q219;Болгария;Q191484;2;1.01.632;2;1.01.668;;;;
Metastate_Q219;Болгария;Q203817;2;1.01.681;2;1.01.1018;;;;
Metastate_Q219;Болгария;Q12544;2;1.01.1018;2;1.01.1185;;;;
Metastate_Q219;Болгария;Q420759;2;1.01.1185;2;1.01.1396;;;;
Metastate_Q219;Болгария;Q12560;2;1.01.1396;2;1.01.1878;;;;
Metastate_Q219;Болгария;Q815731;2;1.01.1878;2;1.01.1908;;;;
Metastate_Q219;Болгария;Q147909;2;1.01.1908;2;1.01.1946;;;;
Metastate_Q219;Болгария;Q121932;2;1.01.1946;2;1.01.1990;;;;
Metastate_Q219;Болгария;Q219;2;1.01.1990;;по наст. время;;;;
Metastate_Q224;Хорватия;Q2576305;4;1.01.601;2;1.01.925;;;;
Metastate_Q224;Хорватия;Q858841;2;1.01.925;2;1.01.1102;;;;
Metastate_Q224;Хорватия;Q1789596;2;1.01.1102;2;1.01.1526;;;;
Metastate_Q224;Хорватия;Q623573;2;1.01.1527;2;1.01.1804;;;;
Metastate_Q224;Хорватия;Q12560;2;1.01.1492;2;1.01.1791;;;;
Metastate_Q224;Хорватия;Q131964;2;1.01.1804;2;1.01.1867;;;;
Metastate_Q224;Хорватия;Q28513;2;1.01.1867;2;1.01.1918;;;;
Metastate_Q224;Хорватия;Q718374;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q224;Хорватия;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q224;Хорватия;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q224;Хорватия;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q224;Хорватия;Q83286;2;1.01.1946;2;1.01.1991;;;;
Metastate_Q224;Хорватия;Q224;2;1.01.1991;;по наст. время;;;;
Metastate_Q224;Хорватия;Q153128;2;1.01.1941;2;1.01.1945;;;;
Metastate_Q229;Кипр;Q1760729;2;-1.01.1450;2;1.01.-1050;;;;
Metastate_Q229;Кипр;Q41137;2;-1.01.811;2;-1.01.669;;;;
Metastate_Q229;Кипр;Q389688;2;-1.01.550;2;-1.01.330;;;;
Metastate_Q229;Кипр;Q17167;2;-1.01.509;2;-1.01.27;;;;
Metastate_Q229;Кипр;Q2277;2;-1.01.27;2;1.01.476;;;;
Metastate_Q229;Кипр;Q12544;2;1.01.476;2;1.01.1190;;;;
Metastate_Q229;Кипр;Q213638;2;1.01.1192;2;1.01.1489;;;;
Metastate_Q229;Кипр;Q4948;2;1.01.1489;2;1.01.1570;;;;
Metastate_Q229;Кипр;Q12560;2;1.01.1570;2;1.01.1914;;;;
Metastate_Q229;Кипр;Q8680;2;1.01.1914;2;1.01.1960;;;;
Metastate_Q229;Кипр;Q229;2;1.01.1960;;по наст. время;;;;
Metastate_Q213;Чехия;Q193152;2;1.01.833;2;1.01.902;;;;
Metastate_Q213;Чехия;Q2162698;3;1.01.870;2;1.01.1198;;;;
Metastate_Q213;Чехия;Q42585;2;1.01.1198;2;1.01.1804;;;;
Metastate_Q213;Чехия;Q12548;2;1.01.1198;2;1.01.1806;;;;
Metastate_Q213;Чехия;Q131964;2;1.01.1804;2;1.01.1867;;;;
Metastate_Q213;Чехия;Q28513;2;1.01.1867;2;1.01.1918;;;;
Metastate_Q213;Чехия;Q140359;2;1.01.1918;2;1.01.1938;;;;
Metastate_Q213;Чехия;Q2010024;2;1.01.1938;2;1.01.1939;;;;
Metastate_Q213;Чехия;Q7318;2;1.01.1939;2;1.01.1945;;;;
Metastate_Q213;Чехия;Q152750;2;1.01.1939;2;1.01.1945;;;;
Metastate_Q213;Чехия;Q2454585;2;1.01.1945;2;1.01.1960;;;;
Metastate_Q213;Чехия;Q853348;2;1.01.1960;2;1.01.1990;;;;
Metastate_Q213;Чехия;Q1998866;2;1.01.1990;2;1.01.1992;;;;
Metastate_Q213;Чехия;Q213;2;1.01.1993;;по наст. время;;;;
Metastate_Q35;Дания;Q3281269;2;1.01.1016;2;1.01.1035;;;;
Metastate_Q35;Дания;Q62623;2;1.01.1397;2;1.01.1523;;;;
Metastate_Q35;Дания;Q756617;3;1.01.965;;по наст. время;;;;
Metastate_Q191;Эстония;Q2458532;2;1.01.1207;2;1.01.1561;;;;
Metastate_Q191;Эстония;Q215443;2;1.01.1561;2;1.01.1721;;;;
Metastate_Q191;Эстония;Q34266;2;1.01.1721;2;1.01.1918;;;;
Metastate_Q191;Эстония;Q156031;2;1.01.1941;2;1.01.1944;;;;
Metastate_Q191;Эстония;Q15180;2;1.01.1940;2;1.01.1991;;;;
Metastate_Q191;Эстония;Q191;2;1.01.1918;;по наст. время;;;;
Metastate_Q33;Финляндия;Q62623;2;1.01.1397;2;1.01.1523;;;;
Metastate_Q33;Финляндия;Q34;3;1.01.1210;2;1.01.1809;;;;
Metastate_Q33;Финляндия;Q62633;2;1.01.1809;2;1.01.1917;;;;
Metastate_Q33;Финляндия;Q33;2;1.01.1917;;по наст. время;;;;
Metastate_Q41;Греция;Q11772;3;-1.01.900;2;-1.01.146;;;;
Metastate_Q41;Греция;Q332337;2;-1.01.338;2;-1.01.332;;;;
Metastate_Q41;Греция;Q83958;2;-1.01.335;2;-1.01.146;;;;
Metastate_Q41;Греция;Q2320005;2;-1.01.305;2;-1.01.146;;;;
Metastate_Q41;Греция;Q245273;2;-1.01.323;2;-1.01.146;;;;
Metastate_Q41;Греция;Q11266977;2;-1.01.323;2;-1.01.146;;;;
Metastate_Q41;Греция;Q244796;2;-1.01.323;2;-1.01.146;;;;
Metastate_Q41;Греция;Q17167;2;-1.01.146;2;-1.01.27;;;;
Metastate_Q41;Греция;Q2277;2;-1.01.27;2;1.01.395;;;;
Metastate_Q41;Греция;Q12544;2;1.01.395;2;1.01.1204;;;;
Metastate_Q41;Греция;Q12544;2;1.01.1261;2;1.01.1453;;;;
Metastate_Q41;Греция;Q187684;2;1.01.1205;2;1.01.1337;;;;
Metastate_Q41;Греция;Q178897;2;1.01.1204;2;1.01.1261;;;;
Metastate_Q41;Греция;Q334714;2;1.01.1205;2;1.01.1458;;;;
Metastate_Q41;Греция;Q332005;2;1.01.1205;2;1.01.1432;;;;
Metastate_Q41;Греция;Q174306;2;1.01.1261;2;1.01.1556;;;;
Metastate_Q41;Греция;Q4948;3;1.01.1200;2;1.01.1479;;;;
Metastate_Q41;Греция;Q12560;3;1.01.1300;2;1.01.1822;;;;
Metastate_Q41;Греция;Q2288441;2;1.01.1205;2;1.01.1669;;;;
Metastate_Q41;Греция;Q16958904;2;1.01.1668;2;1.01.1715;;;;
Metastate_Q41;Греция;Q4948;2;1.01.1363;2;1.01.1797;;;;
Metastate_Q41;Греция;Q58296;2;1.01.1797;2;1.01.1799;;;;
Metastate_Q41;Греция;Q1077630;2;1.01.1800;2;1.01.1815;;;;
Metastate_Q41;Греция;Q528546;2;1.01.1822;2;1.01.1832;;;;
Metastate_Q41;Греция;Q1063498;2;1.01.1815;2;1.01.1864;;;;
Metastate_Q41;Греция;Q209065;2;1.01.1832;2;1.01.1924;;;;
Metastate_Q41;Греция;Q72785;2;1.01.1896;2;1.01.1913;;;;
Metastate_Q41;Греция;Q1131500;2;1.01.1912;2;1.01.1912;;;;
Metastate_Q41;Греция;Q265824;2;1.01.1924;2;1.01.1935;;;;
Metastate_Q41;Греция;Q209065;2;1.01.1935;2;1.01.1941;;;;
Metastate_Q41;Греция;Q3013827;2;1.01.1941;2;1.01.1944;;;;
Metastate_Q41;Греция;Q209065;2;1.01.1944;2;1.01.1973;;;;
Metastate_Q41;Греция;Q41;2;1.01.1973;;по наст. время;;;;
Metastate_Q28;Венгрия;Q1747689;2;1.01.20;2;1.01.107;;;;
Metastate_Q28;Венгрия;Q10295972;2;1.01.370;2;1.01.469;;;;
Metastate_Q28;Венгрия;Q28411;2;1.01.567;2;1.01.804;;;;
Metastate_Q28;Венгрия;Q193152;2;1.01.833;2;1.01.902;;;;
Metastate_Q28;Венгрия;Q2899771;2;1.01.895;2;1.01.1000;;;;
Metastate_Q28;Венгрия;Q171150;2;1.01.1000;2;1.01.1526;;;;
Metastate_Q28;Венгрия;Q253094;2;1.01.1526;2;1.01.1867;;;;
Metastate_Q28;Венгрия;Q153136;2;1.01.1526;2;1.01.1867;;;;
Metastate_Q28;Венгрия;Q28513;2;1.01.1867;2;1.01.1918;;;;
Metastate_Q28;Венгрия;Q516160;2;1.01.1918;2;1.01.1919;;;;
Metastate_Q28;Венгрия;Q243652;2;1.01.1919;2;1.01.1919;;;;
Metastate_Q28;Венгрия;Q16985296;2;1.01.1919;2;1.01.1920;;;;
Metastate_Q28;Венгрия;Q600018;2;1.01.1920;2;1.01.1946;;;;
Metastate_Q28;Венгрия;Q940741;2;1.01.1946;2;1.01.1949;;;;
Metastate_Q28;Венгрия;Q16410;2;1.01.1949;2;1.01.1989;;;;
Metastate_Q28;Венгрия;Q718422;2;1.01.1989;2;1.01.2012;;;;
Metastate_Q28;Венгрия;Q28;2;1.01.2012;;по наст. время;;;;
Metastate_Q189;Исландия;Q62389;2;1.01.930;2;1.01.1262;;;;
Metastate_Q189;Исландия;Q2196956;2;1.01.872;2;1.01.1397;;;;
Metastate_Q189;Исландия;Q1273134;2;1.01.1380;2;1.01.1944;;;;
Metastate_Q189;Исландия;Q62623;2;1.01.1397;2;1.01.1523;;;;
Metastate_Q189;Исландия;Q62651;2;1.01.1536;2;1.01.1814;;;;
Metastate_Q189;Исландия;Q756617;2;1.01.1814;2;1.01.1918;;;;
Metastate_Q189;Исландия;Q62567;2;1.01.1918;2;1.01.1944;;;;
Metastate_Q189;Исландия;Q189;2;1.01.1944;;по наст. время;;;;
Metastate_Q27;Ирландия;Q302980;2;-1.01.300;2;1.01.100;;;;
Metastate_Q27;Ирландия;Q215530;2;1.01.1542;2;1.01.1651;;;;
Metastate_Q27;Ирландия;Q29954627;2;1.01.1653;2;1.01.1659;;;;
Metastate_Q27;Ирландия;Q215530;2;1.01.1659;2;1.01.1800;;;;
Metastate_Q27;Ирландия;Q174193;2;1.01.1801;2;1.01.1922;;;;
Metastate_Q27;Ирландия;Q31747;2;1.01.1922;2;1.01.1937;;;;
Metastate_Q27;Ирландия;Q27;2;1.01.1937;;по наст. время;;;;
Metastate_Q211;Латвия;Q2458532;2;1.01.1207;2;1.01.1583;;;;
Metastate_Q211;Латвия;Q172107;2;1.01.1583;2;1.01.1772;;;;
Metastate_Q211;Латвия;Q215443;2;1.01.1611;2;1.01.1721;;;;
Metastate_Q211;Латвия;Q34266;2;1.01.1772;2;1.01.1918;;;;
Metastate_Q211;Латвия;Q2300296;2;1.01.1918;2;1.01.1920;;;;
Metastate_Q211;Латвия;Q156031;2;1.01.1941;2;1.01.1945;;;;
Metastate_Q211;Латвия;Q15180;2;1.01.1940;2;1.01.1991;;;;
Metastate_Q211;Латвия;Q211;2;1.01.1918;;по наст. время;;;;
Metastate_Q347;Лихтенштейн;Q347;2;1.01.1719;;по наст. время;;;;
Metastate_Q347;Лихтенштейн;Q151624;2;1.01.1815;2;1.01.1866;;;;
Metastate_Q37;Литва;Q49683;4;1.01.1201;2;1.01.1569;;;;
Metastate_Q37;Литва;Q172107;2;1.01.1569;2;1.01.1795;;;;
Metastate_Q37;Литва;Q34266;2;1.01.1795;2;1.01.1914;;;;
Metastate_Q37;Литва;Q612359;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q37;Литва;Q37;2;1.01.1918;;по наст. время;;;;
Metastate_Q37;Литва;Q15180;2;1.01.1940;2;1.01.1941;;;;
Metastate_Q37;Литва;Q7318;2;1.01.1941;2;1.01.1944;;;;
Metastate_Q37;Литва;Q15180;2;1.01.1944;2;1.01.1990;;;;
Metastate_Q32;Люксембург;Q29999;2;1.01.1815;2;1.01.1890;;;;
Metastate_Q32;Люксембург;Q32;2;1.01.1890;;по наст. время;;;;
Metastate_Q233;Мальта;Q41642;2;-1.01.800;2;-1.01.480;;;;
Metastate_Q233;Мальта;Q2429397;2;-1.01.480;2;-1.01.218;;;;
Metastate_Q233;Мальта;Q691321;2;-1.01.218;2;1.01.395;;;;
Metastate_Q233;Мальта;Q12544;2;1.01.395;2;1.01.870;;;;
Metastate_Q233;Мальта;Q12536;2;1.01.870;2;1.01.909;;;;
Metastate_Q233;Мальта;Q160307;2;1.01.909;2;1.01.1091;;;;
Metastate_Q233;Мальта;Q1917014;2;1.01.1091;2;1.01.1130;;;;
Metastate_Q233;Мальта;Q188586;2;1.01.1130;2;1.01.1530;;;;
Metastate_Q233;Мальта;Q188586;2;1.01.1530;2;1.01.1798;;;;
Metastate_Q233;Мальта;Q1540575;2;1.01.1798;2;1.01.1801;;;;
Metastate_Q233;Мальта;Q188586;2;1.01.1800;2;1.01.1813;;;;
Metastate_Q233;Мальта;Q6744657;2;1.01.1813;2;1.01.1964;;;;
Metastate_Q233;Мальта;Q7603765;2;1.01.1964;2;1.01.1974;;;;
Metastate_Q233;Мальта;Q233;2;1.01.1974;;по наст. время;;;;
Metastate_Q217;Молдавия;Q173082;2;-1.01.168;2;1.01.106;;;;
Metastate_Q217;Молдавия;Q2277;2;1.01.106;3;1.01.271;;;;
Metastate_Q217;Молдавия;Q10295972;2;1.01.370;2;1.01.469;;;;
Metastate_Q217;Молдавия;Q28411;2;1.01.567;2;1.01.804;;;;
Metastate_Q217;Молдавия;Q203817;2;1.01.681;2;1.01.1018;;;;
Metastate_Q217;Молдавия;Q420759;2;1.01.1185;2;1.01.1359;;;;
Metastate_Q217;Молдавия;Q10957559;2;1.01.1359;2;1.01.1812;;;;
Metastate_Q217;Молдавия;Q12560;2;1.01.1514;2;1.01.1812;;;;
Metastate_Q217;Молдавия;Q34266;2;1.01.1812;2;1.01.1918;;;;
Metastate_Q217;Молдавия;Q203493;2;1.01.1918;2;1.01.1945;;;;
Metastate_Q217;Молдавия;Q15180;2;1.01.1945;2;1.01.1991;;;;
Metastate_Q217;Молдавия;Q170895;2;1.01.1940;2;1.01.1990;;;;
Metastate_Q217;Молдавия;Q217;2;1.01.1991;;по наст. время;;;;
Metastate_Q235;Монако;Q174306;2;1.01.1215;2;1.01.1297;;;;
Metastate_Q235;Монако;Q235;2;1.01.1297;;по наст. время;;;;
Metastate_Q236;Черногория;Q13107370;3;1.01.760;3;1.01.969;;;;
Metastate_Q236;Черногория;Q203817;2;1.01.924;2;1.01.1018;;;;
Metastate_Q236;Черногория;Q12544;2;1.01.960;2;1.01.1043;;;;
Metastate_Q236;Черногория;Q1252942;2;1.01.1043;2;1.01.1101;;;;
Metastate_Q236;Черногория;Q1311990;2;1.01.1101;2;1.01.1217;;;;
Metastate_Q236;Черногория;Q2415003;2;1.01.1217;2;1.01.1346;;;;
Metastate_Q236;Черногория;Q1406298;2;1.01.1346;2;1.01.1371;;;;
Metastate_Q236;Черногория;Q178085;2;1.01.1371;2;1.01.1402;;;;
Metastate_Q236;Черногория;Q878319;2;1.01.1402;2;1.01.1540;;;;
Metastate_Q236;Черногория;Q12560;2;1.01.1540;2;1.01.1852;;;;
Metastate_Q236;Черногория;Q779011;2;1.01.1852;2;1.01.1910;;;;
Metastate_Q236;Черногория;Q386496;2;1.01.1910;2;1.01.1918;;;;
Metastate_Q236;Черногория;Q241748;2;1.01.1918;2;1.01.1918;;;;
Metastate_Q236;Черногория;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q236;Черногория;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q236;Черногория;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q236;Черногория;Q83286;2;1.01.1946;2;1.01.1992;;;;
Metastate_Q236;Черногория;Q838261;2;1.01.1992;2;1.01.2003;;;;
Metastate_Q236;Черногория;Q37024;2;1.01.2003;2;1.01.2006;;;;
Metastate_Q236;Черногория;Q236;2;1.01.2006;;по наст. время;;;;
Metastate_Q55;Нидерланды;Q146246;4;1.01.431;4;1.01.843;;;;
Metastate_Q55;Нидерланды;Q87791;3;1.01.600;3;1.01.734;;;;
Metastate_Q55;Нидерланды;Q660393;3;1.01.900;3;1.01.1190;;;;
Metastate_Q55;Нидерланды;Q762943;2;1.01.880;2;1.01.1384;;;;
Metastate_Q55;Нидерланды;Q157109;2;1.01.1384;2;1.01.1482;;;;
Metastate_Q55;Нидерланды;Q330533;2;1.01.1482;2;1.01.1581;;;;
Metastate_Q55;Нидерланды;Q170072;2;1.01.1581;2;1.01.1795;;;;
Metastate_Q55;Нидерланды;Q188553;2;1.01.1795;2;1.01.1806;;;;
Metastate_Q55;Нидерланды;Q212278;2;1.01.1806;2;1.01.1810;;;;
Metastate_Q55;Нидерланды;Q71084;2;1.01.1810;2;1.01.1813;;;;
Metastate_Q55;Нидерланды;Q15864;2;1.01.1815;2;1.01.1839;;;;
Metastate_Q55;Нидерланды;Q596214;2;1.01.1940;2;1.01.1945;;;;
Metastate_Q55;Нидерланды;Q29999;2;1.01.1839;;по наст. время;;;;
Metastate_Q221;Северная Македония;Q249561;3;-1.01.358;2;-1.01.168;;;;
Metastate_Q221;Северная Македония;Q83958;2;-1.01.355;2;-1.01.168;;;;
Metastate_Q221;Северная Македония;Q2277;2;-1.01.168;2;1.01.330;;;;
Metastate_Q221;Северная Македония;Q12544;2;1.01.330;2;1.01.1204;;;;
Metastate_Q221;Северная Македония;Q203817;2;1.01.681;2;1.01.1018;;;;
Metastate_Q221;Северная Македония;Q12544;2;1.01.1261;2;1.01.1453;;;;
Metastate_Q221;Северная Македония;Q420759;2;1.01.1185;2;1.01.1346;;;;
Metastate_Q221;Северная Македония;Q13107370;2;1.01.780;2;1.01.971;;;;
Metastate_Q221;Северная Македония;Q2415003;2;1.01.1217;2;1.01.1346;;;;
Metastate_Q221;Северная Македония;Q1406298;2;1.01.1346;2;1.01.1371;;;;
Metastate_Q221;Северная Македония;Q2665520;2;1.01.1371;2;1.01.1395;;;;
Metastate_Q221;Северная Македония;Q12560;2;1.01.1395;2;1.01.1913;;;;
Metastate_Q221;Северная Македония;Q241748;2;1.01.1913;2;1.01.1918;;;;
Metastate_Q221;Северная Македония;Q147909;2;1.01.1915;2;1.01.1918;;;;
Metastate_Q221;Северная Македония;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q221;Северная Македония;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q221;Северная Македония;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q221;Северная Македония;Q83286;2;1.01.1946;2;1.01.1991;;;;
Metastate_Q221;Северная Македония;Q221;2;1.01.1991;;по наст. время;;;;
Metastate_Q20;Норвегия;Q841376;4;1.01.501;2;1.01.876;;;;
Metastate_Q20;Норвегия;Q2196956;2;1.01.872;2;1.01.1397;;;;
Metastate_Q20;Норвегия;Q3281269;2;1.01.1016;2;1.01.1035;;;;
Metastate_Q20;Норвегия;Q62623;2;1.01.1397;2;1.01.1523;;;;
Metastate_Q20;Норвегия;Q62651;2;1.01.1536;2;1.01.1814;;;;
Metastate_Q20;Норвегия;Q2597352;2;1.01.1814;2;1.01.1814;;;;
Metastate_Q20;Норвегия;Q62589;2;1.01.1814;2;1.01.1905;;;;
Metastate_Q20;Норвегия;Q20;2;1.01.1905;2;1.01.1940;;;;
Metastate_Q20;Норвегия;Q335200;2;1.01.1940;2;1.01.1945;;;;
Metastate_Q20;Норвегия;Q2616953;2;1.01.1942;2;1.01.1945;;;;
Metastate_Q20;Норвегия;Q20;2;1.01.1945;;по наст. время;;;;
Metastate_Q45;Португалия;Q17167;2;-1.01.197;2;-1.01.27;;;;
Metastate_Q45;Португалия;Q2277;2;-1.01.27;2;1.01.476;;;;
Metastate_Q45;Португалия;Q1048918;2;1.01.410;2;1.01.585;;;;
Metastate_Q45;Португалия;Q126936;2;1.01.418;2;1.01.711;;;;
Metastate_Q45;Португалия;Q8575586;2;1.01.711;2;1.01.750;;;;
Metastate_Q45;Португалия;Q1337854;2;1.01.756;2;1.01.868;;;;
Metastate_Q45;Португалия;Q1139807;2;1.01.868;2;1.01.1139;;;;
Metastate_Q45;Португалия;Q175276;2;1.01.868;2;1.01.1139;;;;
Metastate_Q45;Португалия;Q45670;2;1.01.1139;2;1.01.1910;;;;
Metastate_Q45;Португалия;Q903779;2;1.01.1815;2;1.01.1822;;;;
Metastate_Q45;Португалия;Q45;2;1.01.1910;;по наст. время;;;;
Metastate_Q218;Румыния;Q173082;2;-1.01.168;2;1.01.106;;;;
Metastate_Q218;Румыния;Q2277;2;1.01.106;3;1.01.275;;;;
Metastate_Q218;Румыния;Q10295972;2;1.01.370;2;1.01.469;;;;
Metastate_Q218;Румыния;Q28411;2;1.01.567;2;1.01.804;;;;
Metastate_Q218;Румыния;Q203817;2;1.01.681;2;1.01.1018;;;;
Metastate_Q218;Румыния;Q420759;2;1.01.1185;2;1.01.1330;;;;
Metastate_Q218;Румыния;Q171393;2;1.01.1330;2;1.01.1859;;;;
Metastate_Q218;Румыния;Q18366588;2;1.01.1359;2;1.01.1859;;;;
Metastate_Q218;Румыния;Q958291;2;1.01.1859;2;1.01.1866;;;;
Metastate_Q218;Румыния;Q958291;2;1.01.1866;2;1.01.1881;;;;
Metastate_Q218;Румыния;Q203493;2;1.01.1881;2;1.01.1947;;;;
Metastate_Q218;Румыния;Q842794;2;1.01.1947;2;1.01.1989;;;;
Metastate_Q218;Румыния;Q218;2;1.01.1989;;по наст. время;;;;
Metastate_Q238;Сан-Марино;Q17167;2;-1.01.509;2;-1.01.27;;;;
Metastate_Q238;Сан-Марино;Q2277;2;-1.01.27;2;1.01.476;;;;
Metastate_Q238;Сан-Марино;Q583038;2;1.01.493;2;1.01.533;;;;
Metastate_Q238;Сан-Марино;Q12544;2;1.01.533;2;1.01.754;;;;
Metastate_Q238;Сан-Марино;Q170174;2;1.01.754;2;1.01.1600;;;;
Metastate_Q238;Сан-Марино;Q238;2;1.01.1600;;по наст. время;;;;
Metastate_Q403;Сербия;Q13107370;2;1.01.768;3;1.01.960;;;;
Metastate_Q403;Сербия;Q203817;2;1.01.924;2;1.01.1018;;;;
Metastate_Q403;Сербия;Q12544;2;1.01.960;2;1.01.1043;;;;
Metastate_Q403;Сербия;Q1252942;2;1.01.1043;2;1.01.1101;;;;
Metastate_Q403;Сербия;Q1311990;2;1.01.1101;2;1.01.1217;;;;
Metastate_Q403;Сербия;Q2415003;2;1.01.1217;2;1.01.1346;;;;
Metastate_Q403;Сербия;Q1406298;2;1.01.1346;2;1.01.1371;;;;
Metastate_Q403;Сербия;Q2273304;2;1.01.1371;2;1.01.1402;;;;
Metastate_Q403;Сербия;Q878319;2;1.01.1402;2;1.01.1459;;;;
Metastate_Q403;Сербия;Q2603851;2;1.01.1718;2;1.01.1739;;;;
Metastate_Q403;Сербия;Q1281856;2;1.01.1752;2;1.01.1764;;;;
Metastate_Q403;Сербия;Q12560;2;1.01.1540;2;1.01.1817;;;;
Metastate_Q403;Сербия;Q684030;2;1.01.1817;2;1.01.1882;;;;
Metastate_Q403;Сербия;Q241748;2;1.01.1882;2;1.01.1918;;;;
Metastate_Q403;Сербия;Q15102440;2;1.01.1918;2;1.01.1929;;;;
Metastate_Q403;Сербия;Q191077;2;1.01.1929;2;1.01.1943;;;;
Metastate_Q403;Сербия;Q1277557;2;1.01.1943;2;1.01.1946;;;;
Metastate_Q403;Сербия;Q83286;2;1.01.1946;2;1.01.1992;;;;
Metastate_Q403;Сербия;Q269864;2;1.01.1946;2;1.01.1992;;;;
Metastate_Q403;Сербия;Q838261;2;1.01.1992;2;1.01.2003;;;;
Metastate_Q403;Сербия;Q934644;2;1.01.1992;2;1.01.2006;;;;
Metastate_Q403;Сербия;Q37024;2;1.01.2003;2;1.01.2006;;;;
Metastate_Q403;Сербия;Q403;2;1.01.2006;;по наст. время;;;;
Metastate_Q214;Словакия;Q193152;2;1.01.833;2;1.01.902;;;;
Metastate_Q214;Словакия;Q171150;2;1.01.1000;2;1.01.1804;;;;
Metastate_Q214;Словакия;Q131964;2;1.01.1804;2;1.01.1867;;;;
Metastate_Q214;Словакия;Q28513;2;1.01.1867;2;1.01.1918;;;;
Metastate_Q214;Словакия;Q140359;2;1.01.1918;2;1.01.1938;;;;
Metastate_Q214;Словакия;Q2010024;2;1.01.1938;2;1.01.1939;;;;
Metastate_Q214;Словакия;Q7318;2;1.01.1939;2;1.01.1945;;;;
Metastate_Q214;Словакия;Q2454585;2;1.01.1945;2;1.01.1948;;;;
Metastate_Q214;Словакия;Q11178782;2;1.01.1948;2;1.01.1960;;;;
Metastate_Q214;Словакия;Q853348;2;1.01.1960;2;1.01.1990;;;;
Metastate_Q214;Словакия;Q1998866;2;1.01.1990;2;1.01.1992;;;;
Metastate_Q214;Словакия;Q214;2;1.01.1993;;по наст. время;;;;
Metastate_Q215;Словения;Q12548;2;1.01.955;2;1.01.1806;;;;
